uniqueid,bank_account
uniqueid_7241 x Tanzania,No
uniqueid_8724 x Tanzania,No
uniqueid_7191 x Tanzania,No
uniqueid_6852 x Tanzania,Yes
uniqueid_8382 x Tanzania,No
uniqueid_8909 x Tanzania,Yes
uniqueid_8069 x Tanzania,Yes
uniqueid_8981 x Tanzania,Yes
uniqueid_8426 x Tanzania,Yes
uniqueid_8826 x Tanzania,No
uniqueid_7827 x Tanzania,Yes
uniqueid_7449 x Tanzania,No
uniqueid_9358 x Tanzania,Yes
uniqueid_6751 x Tanzania,No
uniqueid_8379 x Tanzania,Yes
uniqueid_7897 x Tanzania,Yes
uniqueid_8912 x Tanzania,Yes
uniqueid_6939 x Tanzania,Yes
uniqueid_9335 x Tanzania,No
uniqueid_7324 x Tanzania,No
uniqueid_8989 x Tanzania,No
uniqueid_8947 x Tanzania,Yes
uniqueid_8296 x Tanzania,Yes
uniqueid_7861 x Tanzania,Yes
uniqueid_9195 x Tanzania,No
uniqueid_8076 x Tanzania,Yes
uniqueid_8571 x Tanzania,Yes
uniqueid_8564 x Tanzania,Yes
uniqueid_7683 x Tanzania,No
uniqueid_8303 x Tanzania,Yes
uniqueid_8998 x Tanzania,Yes
uniqueid_7247 x Tanzania,Yes
uniqueid_6981 x Tanzania,Yes
uniqueid_8958 x Tanzania,Yes
uniqueid_7202 x Tanzania,Yes
uniqueid_7504 x Tanzania,Yes
uniqueid_6687 x Tanzania,No
uniqueid_9359 x Tanzania,Yes
uniqueid_7116 x Tanzania,No
uniqueid_9255 x Tanzania,Yes
uniqueid_7944 x Tanzania,Yes
uniqueid_8772 x Tanzania,Yes
uniqueid_8090 x Tanzania,Yes
uniqueid_7501 x Tanzania,Yes
uniqueid_7164 x Tanzania,No
uniqueid_7747 x Tanzania,No
uniqueid_9444 x Tanzania,Yes
uniqueid_9128 x Tanzania,Yes
uniqueid_9412 x Tanzania,Yes
uniqueid_7380 x Tanzania,Yes
uniqueid_8319 x Tanzania,Yes
uniqueid_9148 x Tanzania,Yes
uniqueid_9001 x Tanzania,No
uniqueid_7198 x Tanzania,Yes
uniqueid_8399 x Tanzania,No
uniqueid_9371 x Tanzania,Yes
uniqueid_8945 x Tanzania,Yes
uniqueid_8209 x Tanzania,Yes
uniqueid_8538 x Tanzania,Yes
uniqueid_7490 x Tanzania,Yes
uniqueid_8867 x Tanzania,Yes
uniqueid_6754 x Tanzania,Yes
uniqueid_8427 x Tanzania,Yes
uniqueid_8079 x Tanzania,No
uniqueid_6879 x Tanzania,Yes
uniqueid_6966 x Tanzania,Yes
uniqueid_8133 x Tanzania,Yes
uniqueid_7548 x Tanzania,Yes
uniqueid_8504 x Tanzania,No
uniqueid_6813 x Tanzania,Yes
uniqueid_7973 x Tanzania,Yes
uniqueid_9210 x Tanzania,Yes
uniqueid_7399 x Tanzania,Yes
uniqueid_8238 x Tanzania,Yes
uniqueid_7632 x Tanzania,Yes
uniqueid_7070 x Tanzania,Yes
uniqueid_7641 x Tanzania,No
uniqueid_6641 x Tanzania,No
uniqueid_7062 x Tanzania,Yes
uniqueid_7808 x Tanzania,Yes
uniqueid_7430 x Tanzania,Yes
uniqueid_9156 x Tanzania,Yes
uniqueid_8373 x Tanzania,Yes
uniqueid_8339 x Tanzania,Yes
uniqueid_8880 x Tanzania,Yes
uniqueid_7902 x Tanzania,Yes
uniqueid_8609 x Tanzania,Yes
uniqueid_7571 x Tanzania,Yes
uniqueid_8941 x Tanzania,Yes
uniqueid_7498 x Tanzania,Yes
uniqueid_7919 x Tanzania,No
uniqueid_7463 x Tanzania,No
uniqueid_7636 x Tanzania,Yes
uniqueid_8158 x Tanzania,Yes
uniqueid_6891 x Tanzania,Yes
uniqueid_8607 x Tanzania,No
uniqueid_8408 x Tanzania,Yes
uniqueid_6707 x Tanzania,No
uniqueid_6704 x Tanzania,Yes
uniqueid_7483 x Tanzania,Yes
uniqueid_7883 x Tanzania,No
uniqueid_9324 x Tanzania,No
uniqueid_7376 x Tanzania,Yes
uniqueid_8665 x Tanzania,Yes
uniqueid_7933 x Tanzania,Yes
uniqueid_8055 x Tanzania,Yes
uniqueid_9063 x Tanzania,Yes
uniqueid_7381 x Tanzania,No
uniqueid_7592 x Tanzania,Yes
uniqueid_8707 x Tanzania,Yes
uniqueid_8598 x Tanzania,Yes
uniqueid_6657 x Tanzania,Yes
uniqueid_9300 x Tanzania,No
uniqueid_7727 x Tanzania,Yes
uniqueid_7446 x Tanzania,Yes
uniqueid_7644 x Tanzania,No
uniqueid_7634 x Tanzania,No
uniqueid_9099 x Tanzania,Yes
uniqueid_7833 x Tanzania,Yes
uniqueid_7363 x Tanzania,Yes
uniqueid_6792 x Tanzania,Yes
uniqueid_9232 x Tanzania,Yes
uniqueid_7145 x Tanzania,Yes
uniqueid_7207 x Tanzania,Yes
uniqueid_7280 x Tanzania,No
uniqueid_7361 x Tanzania,Yes
uniqueid_8459 x Tanzania,Yes
uniqueid_7700 x Tanzania,Yes
uniqueid_6752 x Tanzania,Yes
uniqueid_9265 x Tanzania,Yes
uniqueid_9242 x Tanzania,No
uniqueid_8752 x Tanzania,No
uniqueid_8694 x Tanzania,Yes
uniqueid_8016 x Tanzania,Yes
uniqueid_8555 x Tanzania,Yes
uniqueid_9425 x Tanzania,Yes
uniqueid_8207 x Tanzania,Yes
uniqueid_9086 x Tanzania,Yes
uniqueid_9243 x Tanzania,Yes
uniqueid_9349 x Tanzania,Yes
uniqueid_7870 x Tanzania,No
uniqueid_8973 x Tanzania,Yes
uniqueid_9042 x Tanzania,No
uniqueid_9036 x Tanzania,No
uniqueid_9387 x Tanzania,No
uniqueid_7517 x Tanzania,No
uniqueid_7737 x Tanzania,Yes
uniqueid_7165 x Tanzania,No
uniqueid_9203 x Tanzania,Yes
uniqueid_7222 x Tanzania,Yes
uniqueid_7322 x Tanzania,No
uniqueid_6927 x Tanzania,Yes
uniqueid_9050 x Tanzania,Yes
uniqueid_7599 x Tanzania,No
uniqueid_7455 x Tanzania,Yes
uniqueid_6911 x Tanzania,Yes
uniqueid_8563 x Tanzania,No
uniqueid_8269 x Tanzania,Yes
uniqueid_8530 x Tanzania,Yes
uniqueid_9432 x Tanzania,Yes
uniqueid_8370 x Tanzania,No
uniqueid_9033 x Tanzania,Yes
uniqueid_8746 x Tanzania,Yes
uniqueid_8199 x Tanzania,Yes
uniqueid_6807 x Tanzania,Yes
uniqueid_8706 x Tanzania,Yes
uniqueid_7451 x Tanzania,Yes
uniqueid_8052 x Tanzania,Yes
uniqueid_8589 x Tanzania,No
uniqueid_8124 x Tanzania,Yes
uniqueid_7817 x Tanzania,No
uniqueid_8038 x Tanzania,Yes
uniqueid_9434 x Tanzania,No
uniqueid_8577 x Tanzania,No
uniqueid_6935 x Tanzania,No
uniqueid_9271 x Tanzania,Yes
uniqueid_8288 x Tanzania,No
uniqueid_7158 x Tanzania,Yes
uniqueid_8082 x Tanzania,Yes
uniqueid_9426 x Tanzania,No
uniqueid_8906 x Tanzania,Yes
uniqueid_8458 x Tanzania,Yes
uniqueid_8474 x Tanzania,Yes
uniqueid_8628 x Tanzania,Yes
uniqueid_8333 x Tanzania,Yes
uniqueid_7073 x Tanzania,Yes
uniqueid_9218 x Tanzania,Yes
uniqueid_7718 x Tanzania,Yes
uniqueid_6800 x Tanzania,No
uniqueid_8100 x Tanzania,Yes
uniqueid_9389 x Tanzania,Yes
uniqueid_7520 x Tanzania,No
uniqueid_8089 x Tanzania,Yes
uniqueid_7628 x Tanzania,Yes
uniqueid_8170 x Tanzania,Yes
uniqueid_7822 x Tanzania,No
uniqueid_7721 x Tanzania,Yes
uniqueid_7359 x Tanzania,Yes
uniqueid_6868 x Tanzania,Yes
uniqueid_9386 x Tanzania,No
uniqueid_8352 x Tanzania,Yes
uniqueid_9319 x Tanzania,No
uniqueid_9213 x Tanzania,Yes
uniqueid_7217 x Tanzania,Yes
uniqueid_6720 x Tanzania,No
uniqueid_7172 x Tanzania,Yes
uniqueid_6760 x Tanzania,Yes
uniqueid_6771 x Tanzania,No
uniqueid_7809 x Tanzania,No
uniqueid_7515 x Tanzania,Yes
uniqueid_6672 x Tanzania,Yes
uniqueid_7767 x Tanzania,Yes
uniqueid_8501 x Tanzania,No
uniqueid_6824 x Tanzania,Yes
uniqueid_8719 x Tanzania,Yes
uniqueid_6856 x Tanzania,Yes
uniqueid_9230 x Tanzania,No
uniqueid_7200 x Tanzania,No
uniqueid_7055 x Tanzania,No
uniqueid_8921 x Tanzania,Yes
uniqueid_7549 x Tanzania,Yes
uniqueid_6883 x Tanzania,No
uniqueid_7009 x Tanzania,Yes
uniqueid_7450 x Tanzania,No
uniqueid_7178 x Tanzania,Yes
uniqueid_8143 x Tanzania,Yes
uniqueid_9380 x Tanzania,Yes
uniqueid_7669 x Tanzania,Yes
uniqueid_6698 x Tanzania,Yes
uniqueid_9270 x Tanzania,Yes
uniqueid_8949 x Tanzania,Yes
uniqueid_7969 x Tanzania,No
uniqueid_8261 x Tanzania,Yes
uniqueid_7267 x Tanzania,No
uniqueid_8240 x Tanzania,No
uniqueid_6660 x Tanzania,No
uniqueid_8952 x Tanzania,No
uniqueid_8518 x Tanzania,Yes
uniqueid_7523 x Tanzania,Yes
uniqueid_6711 x Tanzania,No
uniqueid_7597 x Tanzania,No
uniqueid_7020 x Tanzania,Yes
uniqueid_7630 x Tanzania,No
uniqueid_8230 x Tanzania,No
uniqueid_8335 x Tanzania,Yes
uniqueid_8693 x Tanzania,Yes
uniqueid_8078 x Tanzania,Yes
uniqueid_8651 x Tanzania,Yes
uniqueid_8192 x Tanzania,No
uniqueid_8566 x Tanzania,Yes
uniqueid_7994 x Tanzania,No
uniqueid_8371 x Tanzania,No
uniqueid_8365 x Tanzania,Yes
uniqueid_7128 x Tanzania,No
uniqueid_8429 x Tanzania,Yes
uniqueid_9102 x Tanzania,No
uniqueid_7579 x Tanzania,Yes
uniqueid_9118 x Tanzania,Yes
uniqueid_8066 x Tanzania,Yes
uniqueid_6940 x Tanzania,Yes
uniqueid_7036 x Tanzania,Yes
uniqueid_6890 x Tanzania,Yes
uniqueid_9384 x Tanzania,Yes
uniqueid_8771 x Tanzania,Yes
uniqueid_7666 x Tanzania,Yes
uniqueid_9223 x Tanzania,Yes
uniqueid_8362 x Tanzania,No
uniqueid_6942 x Tanzania,No
uniqueid_7813 x Tanzania,Yes
uniqueid_9207 x Tanzania,No
uniqueid_8964 x Tanzania,Yes
uniqueid_8720 x Tanzania,Yes
uniqueid_7713 x Tanzania,Yes
uniqueid_8481 x Tanzania,No
uniqueid_8529 x Tanzania,Yes
uniqueid_8432 x Tanzania,Yes
uniqueid_7911 x Tanzania,Yes
uniqueid_8122 x Tanzania,No
uniqueid_8033 x Tanzania,Yes
uniqueid_6847 x Tanzania,No
uniqueid_8324 x Tanzania,No
uniqueid_7277 x Tanzania,No
uniqueid_7886 x Tanzania,No
uniqueid_8570 x Tanzania,No
uniqueid_8919 x Tanzania,Yes
uniqueid_8105 x Tanzania,Yes
uniqueid_6965 x Tanzania,No
uniqueid_7522 x Tanzania,Yes
uniqueid_8645 x Tanzania,Yes
uniqueid_9360 x Tanzania,Yes
uniqueid_7660 x Tanzania,Yes
uniqueid_7447 x Tanzania,Yes
uniqueid_7927 x Tanzania,Yes
uniqueid_8130 x Tanzania,No
uniqueid_7297 x Tanzania,Yes
uniqueid_8839 x Tanzania,Yes
uniqueid_7531 x Tanzania,Yes
uniqueid_8506 x Tanzania,No
uniqueid_8783 x Tanzania,Yes
uniqueid_7328 x Tanzania,Yes
uniqueid_7068 x Tanzania,No
uniqueid_8931 x Tanzania,Yes
uniqueid_7252 x Tanzania,Yes
uniqueid_9410 x Tanzania,Yes
uniqueid_7836 x Tanzania,Yes
uniqueid_6799 x Tanzania,Yes
uniqueid_6809 x Tanzania,No
uniqueid_7028 x Tanzania,Yes
uniqueid_9134 x Tanzania,Yes
uniqueid_6898 x Tanzania,No
uniqueid_7560 x Tanzania,No
uniqueid_7067 x Tanzania,Yes
uniqueid_7402 x Tanzania,Yes
uniqueid_9372 x Tanzania,Yes
uniqueid_7421 x Tanzania,No
uniqueid_8653 x Tanzania,Yes
uniqueid_9402 x Tanzania,Yes
uniqueid_6649 x Tanzania,No
uniqueid_7112 x Tanzania,Yes
uniqueid_9179 x Tanzania,Yes
uniqueid_8671 x Tanzania,Yes
uniqueid_7755 x Tanzania,Yes
uniqueid_7745 x Tanzania,Yes
uniqueid_8047 x Tanzania,Yes
uniqueid_8117 x Tanzania,Yes
uniqueid_7884 x Tanzania,Yes
uniqueid_8385 x Tanzania,Yes
uniqueid_9282 x Tanzania,Yes
uniqueid_7790 x Tanzania,No
uniqueid_7635 x Tanzania,Yes
uniqueid_8440 x Tanzania,Yes
uniqueid_6776 x Tanzania,Yes
uniqueid_8062 x Tanzania,Yes
uniqueid_7286 x Tanzania,Yes
uniqueid_6734 x Tanzania,Yes
uniqueid_7173 x Tanzania,Yes
uniqueid_9131 x Tanzania,Yes
uniqueid_9253 x Tanzania,Yes
uniqueid_8037 x Tanzania,Yes
uniqueid_7060 x Tanzania,Yes
uniqueid_9082 x Tanzania,Yes
uniqueid_9221 x Tanzania,Yes
uniqueid_9072 x Tanzania,Yes
uniqueid_7225 x Tanzania,Yes
uniqueid_9127 x Tanzania,No
uniqueid_9356 x Tanzania,No
uniqueid_8811 x Tanzania,No
uniqueid_8795 x Tanzania,Yes
uniqueid_8562 x Tanzania,No
uniqueid_9436 x Tanzania,No
uniqueid_8569 x Tanzania,No
uniqueid_8268 x Tanzania,Yes
uniqueid_7461 x Tanzania,Yes
uniqueid_7391 x Tanzania,Yes
uniqueid_8119 x Tanzania,Yes
uniqueid_6730 x Tanzania,Yes
uniqueid_7291 x Tanzania,No
uniqueid_7850 x Tanzania,Yes
uniqueid_9272 x Tanzania,Yes
uniqueid_6903 x Tanzania,No
uniqueid_7663 x Tanzania,Yes
uniqueid_7711 x Tanzania,Yes
uniqueid_8807 x Tanzania,Yes
uniqueid_7936 x Tanzania,No
uniqueid_7167 x Tanzania,Yes
uniqueid_7495 x Tanzania,Yes
uniqueid_7137 x Tanzania,No
uniqueid_7921 x Tanzania,Yes
uniqueid_9369 x Tanzania,No
uniqueid_7650 x Tanzania,Yes
uniqueid_9162 x Tanzania,Yes
uniqueid_6988 x Tanzania,Yes
uniqueid_7668 x Tanzania,No
uniqueid_7892 x Tanzania,Yes
uniqueid_8685 x Tanzania,Yes
uniqueid_8072 x Tanzania,Yes
uniqueid_8255 x Tanzania,Yes
uniqueid_7157 x Tanzania,Yes
uniqueid_8866 x Tanzania,Yes
uniqueid_7196 x Tanzania,Yes
uniqueid_7801 x Tanzania,Yes
uniqueid_9039 x Tanzania,Yes
uniqueid_9087 x Tanzania,Yes
uniqueid_8363 x Tanzania,No
uniqueid_7910 x Tanzania,Yes
uniqueid_6802 x Tanzania,No
uniqueid_8575 x Tanzania,Yes
uniqueid_7788 x Tanzania,Yes
uniqueid_8450 x Tanzania,Yes
uniqueid_6700 x Tanzania,Yes
uniqueid_7008 x Tanzania,Yes
uniqueid_8046 x Tanzania,No
uniqueid_8318 x Tanzania,No
uniqueid_8258 x Tanzania,No
uniqueid_8850 x Tanzania,Yes
uniqueid_6808 x Tanzania,No
uniqueid_6772 x Tanzania,No
uniqueid_8581 x Tanzania,Yes
uniqueid_7170 x Tanzania,Yes
uniqueid_8156 x Tanzania,Yes
uniqueid_7618 x Tanzania,No
uniqueid_7333 x Tanzania,No
uniqueid_9368 x Tanzania,Yes
uniqueid_8935 x Tanzania,Yes
uniqueid_8011 x Tanzania,Yes
uniqueid_6728 x Tanzania,No
uniqueid_8667 x Tanzania,Yes
uniqueid_8113 x Tanzania,Yes
uniqueid_9045 x Tanzania,Yes
uniqueid_9075 x Tanzania,Yes
uniqueid_7860 x Tanzania,No
uniqueid_8482 x Tanzania,Yes
uniqueid_7316 x Tanzania,Yes
uniqueid_6656 x Tanzania,No
uniqueid_7729 x Tanzania,No
uniqueid_9212 x Tanzania,No
uniqueid_9391 x Tanzania,Yes
uniqueid_8492 x Tanzania,Yes
uniqueid_8020 x Tanzania,Yes
uniqueid_6798 x Tanzania,Yes
uniqueid_9288 x Tanzania,Yes
uniqueid_8860 x Tanzania,Yes
uniqueid_9309 x Tanzania,No
uniqueid_8372 x Tanzania,No
uniqueid_7370 x Tanzania,Yes
uniqueid_6885 x Tanzania,Yes
uniqueid_6810 x Tanzania,Yes
uniqueid_6846 x Tanzania,Yes
uniqueid_9418 x Tanzania,Yes
uniqueid_6686 x Tanzania,Yes
uniqueid_8679 x Tanzania,No
uniqueid_8360 x Tanzania,No
uniqueid_8292 x Tanzania,Yes
uniqueid_8775 x Tanzania,Yes
uniqueid_8414 x Tanzania,Yes
uniqueid_8621 x Tanzania,Yes
uniqueid_7059 x Tanzania,Yes
uniqueid_7478 x Tanzania,Yes
uniqueid_7092 x Tanzania,No
uniqueid_8012 x Tanzania,Yes
uniqueid_9404 x Tanzania,Yes
uniqueid_7462 x Tanzania,Yes
uniqueid_7276 x Tanzania,Yes
uniqueid_7854 x Tanzania,Yes
uniqueid_7672 x Tanzania,Yes
uniqueid_7621 x Tanzania,No
uniqueid_7368 x Tanzania,Yes
uniqueid_9095 x Tanzania,Yes
uniqueid_8525 x Tanzania,Yes
uniqueid_9362 x Tanzania,Yes
uniqueid_7410 x Tanzania,Yes
uniqueid_8478 x Tanzania,Yes
uniqueid_6970 x Tanzania,No
uniqueid_6777 x Tanzania,Yes
uniqueid_7610 x Tanzania,Yes
uniqueid_8278 x Tanzania,Yes
uniqueid_6871 x Tanzania,No
uniqueid_8236 x Tanzania,Yes
uniqueid_6984 x Tanzania,Yes
uniqueid_7832 x Tanzania,No
uniqueid_8356 x Tanzania,Yes
uniqueid_9252 x Tanzania,Yes
uniqueid_6980 x Tanzania,Yes
uniqueid_9263 x Tanzania,No
uniqueid_7678 x Tanzania,Yes
uniqueid_7263 x Tanzania,No
uniqueid_9152 x Tanzania,Yes
uniqueid_7966 x Tanzania,Yes
uniqueid_8781 x Tanzania,No
uniqueid_8489 x Tanzania,Yes
uniqueid_7561 x Tanzania,Yes
uniqueid_7275 x Tanzania,Yes
uniqueid_8750 x Tanzania,Yes
uniqueid_6960 x Tanzania,Yes
uniqueid_8613 x Tanzania,Yes
uniqueid_8510 x Tanzania,No
uniqueid_9366 x Tanzania,Yes
uniqueid_8315 x Tanzania,No
uniqueid_6995 x Tanzania,No
uniqueid_8375 x Tanzania,No
uniqueid_7185 x Tanzania,No
uniqueid_6659 x Tanzania,Yes
uniqueid_8030 x Tanzania,Yes
uniqueid_8419 x Tanzania,Yes
uniqueid_7413 x Tanzania,No
uniqueid_8980 x Tanzania,No
uniqueid_8477 x Tanzania,No
uniqueid_7753 x Tanzania,No
uniqueid_7946 x Tanzania,Yes
uniqueid_8597 x Tanzania,Yes
uniqueid_7725 x Tanzania,Yes
uniqueid_8172 x Tanzania,Yes
uniqueid_8357 x Tanzania,Yes
uniqueid_7260 x Tanzania,No
uniqueid_7364 x Tanzania,Yes
uniqueid_9390 x Tanzania,Yes
uniqueid_6850 x Tanzania,Yes
uniqueid_8212 x Tanzania,Yes
uniqueid_7208 x Tanzania,No
uniqueid_8163 x Tanzania,Yes
uniqueid_7042 x Tanzania,Yes
uniqueid_7436 x Tanzania,No
uniqueid_7348 x Tanzania,No
uniqueid_7393 x Tanzania,Yes
uniqueid_9130 x Tanzania,Yes
uniqueid_7159 x Tanzania,Yes
uniqueid_8586 x Tanzania,Yes
uniqueid_7975 x Tanzania,No
uniqueid_8784 x Tanzania,No
uniqueid_7018 x Tanzania,No
uniqueid_7569 x Tanzania,Yes
uniqueid_9197 x Tanzania,No
uniqueid_9323 x Tanzania,Yes
uniqueid_9442 x Tanzania,Yes
uniqueid_9277 x Tanzania,Yes
uniqueid_8852 x Tanzania,Yes
uniqueid_8739 x Tanzania,Yes
uniqueid_6646 x Tanzania,Yes
uniqueid_7235 x Tanzania,No
uniqueid_8758 x Tanzania,No
uniqueid_9268 x Tanzania,No
uniqueid_7045 x Tanzania,Yes
uniqueid_9377 x Tanzania,Yes
uniqueid_8189 x Tanzania,Yes
uniqueid_9342 x Tanzania,Yes
uniqueid_8405 x Tanzania,No
uniqueid_6858 x Tanzania,No
uniqueid_8547 x Tanzania,Yes
uniqueid_7240 x Tanzania,No
uniqueid_6853 x Tanzania,Yes
uniqueid_7401 x Tanzania,Yes
uniqueid_8180 x Tanzania,Yes
uniqueid_8663 x Tanzania,No
uniqueid_7962 x Tanzania,No
uniqueid_8287 x Tanzania,Yes
uniqueid_6725 x Tanzania,Yes
uniqueid_9379 x Tanzania,No
uniqueid_9459 x Tanzania,Yes
uniqueid_8053 x Tanzania,No
uniqueid_6791 x Tanzania,No
uniqueid_7129 x Tanzania,No
uniqueid_8182 x Tanzania,No
uniqueid_7021 x Tanzania,Yes
uniqueid_7528 x Tanzania,Yes
uniqueid_8830 x Tanzania,No
uniqueid_7556 x Tanzania,Yes
uniqueid_6956 x Tanzania,No
uniqueid_8307 x Tanzania,No
uniqueid_9317 x Tanzania,Yes
uniqueid_7716 x Tanzania,Yes
uniqueid_8305 x Tanzania,No
uniqueid_7781 x Tanzania,Yes
uniqueid_8532 x Tanzania,Yes
uniqueid_7593 x Tanzania,No
uniqueid_7698 x Tanzania,No
uniqueid_8251 x Tanzania,Yes
uniqueid_7231 x Tanzania,Yes
uniqueid_6745 x Tanzania,No
uniqueid_6951 x Tanzania,No
uniqueid_8272 x Tanzania,No
uniqueid_8545 x Tanzania,Yes
uniqueid_6910 x Tanzania,Yes
uniqueid_8116 x Tanzania,Yes
uniqueid_8896 x Tanzania,No
uniqueid_7084 x Tanzania,Yes
uniqueid_6855 x Tanzania,No
uniqueid_8430 x Tanzania,Yes
uniqueid_9414 x Tanzania,No
uniqueid_7471 x Tanzania,Yes
uniqueid_8088 x Tanzania,Yes
uniqueid_8027 x Tanzania,Yes
uniqueid_7047 x Tanzania,Yes
uniqueid_8722 x Tanzania,No
uniqueid_8428 x Tanzania,Yes
uniqueid_7631 x Tanzania,Yes
uniqueid_8656 x Tanzania,Yes
uniqueid_7582 x Tanzania,No
uniqueid_7001 x Tanzania,Yes
uniqueid_8202 x Tanzania,Yes
uniqueid_7327 x Tanzania,Yes
uniqueid_7900 x Tanzania,Yes
uniqueid_6912 x Tanzania,Yes
uniqueid_9345 x Tanzania,Yes
uniqueid_8889 x Tanzania,Yes
uniqueid_8136 x Tanzania,Yes
uniqueid_8533 x Tanzania,Yes
uniqueid_7352 x Tanzania,Yes
uniqueid_8493 x Tanzania,No
uniqueid_7627 x Tanzania,Yes
uniqueid_9150 x Tanzania,Yes
uniqueid_9145 x Tanzania,No
uniqueid_9326 x Tanzania,Yes
uniqueid_7554 x Tanzania,No
uniqueid_7654 x Tanzania,Yes
uniqueid_6860 x Tanzania,Yes
uniqueid_8157 x Tanzania,No
uniqueid_9332 x Tanzania,No
uniqueid_9341 x Tanzania,No
uniqueid_8507 x Tanzania,Yes
uniqueid_9275 x Tanzania,Yes
uniqueid_8736 x Tanzania,No
uniqueid_7722 x Tanzania,Yes
uniqueid_7612 x Tanzania,No
uniqueid_8862 x Tanzania,No
uniqueid_9104 x Tanzania,Yes
uniqueid_7697 x Tanzania,No
uniqueid_8270 x Tanzania,Yes
uniqueid_7968 x Tanzania,Yes
uniqueid_8135 x Tanzania,No
uniqueid_8059 x Tanzania,Yes
uniqueid_9443 x Tanzania,Yes
uniqueid_6731 x Tanzania,Yes
uniqueid_8759 x Tanzania,Yes
uniqueid_6737 x Tanzania,Yes
uniqueid_8670 x Tanzania,Yes
uniqueid_9220 x Tanzania,No
uniqueid_7741 x Tanzania,Yes
uniqueid_8787 x Tanzania,Yes
uniqueid_7986 x Tanzania,Yes
uniqueid_8099 x Tanzania,Yes
uniqueid_8747 x Tanzania,Yes
uniqueid_7314 x Tanzania,Yes
uniqueid_8993 x Tanzania,Yes
uniqueid_8327 x Tanzania,Yes
uniqueid_8409 x Tanzania,Yes
uniqueid_7344 x Tanzania,Yes
uniqueid_7476 x Tanzania,Yes
uniqueid_7829 x Tanzania,Yes
uniqueid_9124 x Tanzania,Yes
uniqueid_7578 x Tanzania,Yes
uniqueid_6926 x Tanzania,No
uniqueid_7760 x Tanzania,Yes
uniqueid_8543 x Tanzania,No
uniqueid_8437 x Tanzania,No
uniqueid_8620 x Tanzania,Yes
uniqueid_7838 x Tanzania,Yes
uniqueid_6874 x Tanzania,No
uniqueid_6764 x Tanzania,No
uniqueid_8905 x Tanzania,Yes
uniqueid_7645 x Tanzania,No
uniqueid_7063 x Tanzania,Yes
uniqueid_6739 x Tanzania,Yes
uniqueid_8550 x Tanzania,Yes
uniqueid_7149 x Tanzania,Yes
uniqueid_9006 x Tanzania,Yes
uniqueid_9312 x Tanzania,Yes
uniqueid_8141 x Tanzania,No
uniqueid_8286 x Tanzania,Yes
uniqueid_6663 x Tanzania,Yes
uniqueid_7552 x Tanzania,No
uniqueid_8977 x Tanzania,No
uniqueid_6867 x Tanzania,Yes
uniqueid_6789 x Tanzania,Yes
uniqueid_7279 x Tanzania,Yes
uniqueid_8975 x Tanzania,No
uniqueid_6820 x Tanzania,Yes
uniqueid_9423 x Tanzania,Yes
uniqueid_9204 x Tanzania,No
uniqueid_8749 x Tanzania,Yes
uniqueid_7366 x Tanzania,Yes
uniqueid_7232 x Tanzania,No
uniqueid_8496 x Tanzania,Yes
uniqueid_7098 x Tanzania,Yes
uniqueid_9316 x Tanzania,No
uniqueid_9090 x Tanzania,No
uniqueid_8139 x Tanzania,Yes
uniqueid_8657 x Tanzania,Yes
uniqueid_9440 x Tanzania,Yes
uniqueid_6765 x Tanzania,Yes
uniqueid_7274 x Tanzania,Yes
uniqueid_6993 x Tanzania,No
uniqueid_8442 x Tanzania,Yes
uniqueid_6811 x Tanzania,No
uniqueid_8579 x Tanzania,No
uniqueid_8760 x Tanzania,Yes
uniqueid_8956 x Tanzania,No
uniqueid_8154 x Tanzania,Yes
uniqueid_7675 x Tanzania,No
uniqueid_6851 x Tanzania,No
uniqueid_9311 x Tanzania,Yes
uniqueid_7998 x Tanzania,Yes
uniqueid_8487 x Tanzania,Yes
uniqueid_7292 x Tanzania,No
uniqueid_9016 x Tanzania,Yes
uniqueid_8791 x Tanzania,Yes
uniqueid_9015 x Tanzania,Yes
uniqueid_7795 x Tanzania,No
uniqueid_7481 x Tanzania,No
uniqueid_8125 x Tanzania,Yes
uniqueid_9266 x Tanzania,Yes
uniqueid_8883 x Tanzania,Yes
uniqueid_7601 x Tanzania,Yes
uniqueid_8540 x Tanzania,Yes
uniqueid_8927 x Tanzania,Yes
uniqueid_8002 x Tanzania,Yes
uniqueid_7677 x Tanzania,No
uniqueid_7956 x Tanzania,No
uniqueid_7310 x Tanzania,Yes
uniqueid_9211 x Tanzania,Yes
uniqueid_8612 x Tanzania,No
uniqueid_9302 x Tanzania,No
uniqueid_8312 x Tanzania,No
uniqueid_6712 x Tanzania,No
uniqueid_7823 x Tanzania,No
uniqueid_9457 x Tanzania,No
uniqueid_7090 x Tanzania,Yes
uniqueid_8229 x Tanzania,No
uniqueid_7688 x Tanzania,No
uniqueid_7050 x Tanzania,Yes
uniqueid_6706 x Tanzania,No
uniqueid_7120 x Tanzania,No
uniqueid_7416 x Tanzania,Yes
uniqueid_7955 x Tanzania,Yes
uniqueid_7841 x Tanzania,Yes
uniqueid_6983 x Tanzania,No
uniqueid_8832 x Tanzania,No
uniqueid_8735 x Tanzania,No
uniqueid_8101 x Tanzania,No
uniqueid_7731 x Tanzania,No
uniqueid_7772 x Tanzania,Yes
uniqueid_9264 x Tanzania,Yes
uniqueid_8863 x Tanzania,Yes
